split,source,group,duplicate_cluster,source_image,output_image,waldo_boxes
test,Hey-Waldo-negative,page:10,page:10,data/raw/Hey-Waldo/256/notwaldo/10_0_2.jpg,test/images/Hey-Waldo-negative_0002.jpg,0
test,Hey-Waldo-negative,page:10,page:10,data/raw/Hey-Waldo/256/notwaldo/10_0_3.jpg,test/images/Hey-Waldo-negative_0003.jpg,0
test,Hey-Waldo-negative,page:10,page:10,data/raw/Hey-Waldo/256/notwaldo/10_1_0.jpg,test/images/Hey-Waldo-negative_0004.jpg,0
test,Hey-Waldo-negative,page:10,page:10,data/raw/Hey-Waldo/256/notwaldo/10_1_2.jpg,test/images/Hey-Waldo-negative_0005.jpg,0
test,Hey-Waldo-negative,page:10,page:10,data/raw/Hey-Waldo/256/notwaldo/10_1_3.jpg,test/images/Hey-Waldo-negative_0006.jpg,0
test,Hey-Waldo-negative,page:10,page:10,data/raw/Hey-Waldo/256/notwaldo/10_2_0.jpg,test/images/Hey-Waldo-negative_0007.jpg,0
test,Hey-Waldo-negative,page:10,page:10,data/raw/Hey-Waldo/256/notwaldo/10_2_1.jpg,test/images/Hey-Waldo-negative_0008.jpg,0
test,Hey-Waldo-negative,page:10,page:10,data/raw/Hey-Waldo/256/notwaldo/10_2_2.jpg,test/images/Hey-Waldo-negative_0009.jpg,0
test,Hey-Waldo-negative,page:10,page:10,data/raw/Hey-Waldo/256/notwaldo/10_2_3.jpg,test/images/Hey-Waldo-negative_0010.jpg,0
test,Hey-Waldo-negative,page:10,page:10,data/raw/Hey-Waldo/256/notwaldo/10_3_0.jpg,test/images/Hey-Waldo-negative_0011.jpg,0
test,Hey-Waldo-negative,page:10,page:10,data/raw/Hey-Waldo/256/notwaldo/10_3_2.jpg,test/images/Hey-Waldo-negative_0012.jpg,0
test,Hey-Waldo-negative,page:10,page:10,data/raw/Hey-Waldo/256/notwaldo/10_3_3.jpg,test/images/Hey-Waldo-negative_0013.jpg,0
val,Hey-Waldo-negative,page:11,page:11,data/raw/Hey-Waldo/256/notwaldo/11_0_0.jpg,val/images/Hey-Waldo-negative_0000.jpg,0
val,Hey-Waldo-negative,page:11,page:11,data/raw/Hey-Waldo/256/notwaldo/11_0_1.jpg,val/images/Hey-Waldo-negative_0001.jpg,0
val,Hey-Waldo-negative,page:11,page:11,data/raw/Hey-Waldo/256/notwaldo/11_0_2.jpg,val/images/Hey-Waldo-negative_0002.jpg,0
val,Hey-Waldo-negative,page:11,page:11,data/raw/Hey-Waldo/256/notwaldo/11_0_3.jpg,val/images/Hey-Waldo-negative_0003.jpg,0
val,Hey-Waldo-negative,page:11,page:11,data/raw/Hey-Waldo/256/notwaldo/11_1_0.jpg,val/images/Hey-Waldo-negative_0004.jpg,0
val,Hey-Waldo-negative,page:11,page:11,data/raw/Hey-Waldo/256/notwaldo/11_1_1.jpg,val/images/Hey-Waldo-negative_0005.jpg,0
val,Hey-Waldo-negative,page:11,page:11,data/raw/Hey-Waldo/256/notwaldo/11_1_3.jpg,val/images/Hey-Waldo-negative_0006.jpg,0
val,Hey-Waldo-negative,page:11,page:11,data/raw/Hey-Waldo/256/notwaldo/11_2_0.jpg,val/images/Hey-Waldo-negative_0007.jpg,0
val,Hey-Waldo-negative,page:11,page:11,data/raw/Hey-Waldo/256/notwaldo/11_2_1.jpg,val/images/Hey-Waldo-negative_0008.jpg,0
val,Hey-Waldo-negative,page:11,page:11,data/raw/Hey-Waldo/256/notwaldo/11_2_2.jpg,val/images/Hey-Waldo-negative_0009.jpg,0
val,Hey-Waldo-negative,page:11,page:11,data/raw/Hey-Waldo/256/notwaldo/11_2_3.jpg,val/images/Hey-Waldo-negative_0010.jpg,0
val,Hey-Waldo-negative,page:11,page:11,data/raw/Hey-Waldo/256/notwaldo/11_3_0.jpg,val/images/Hey-Waldo-negative_0011.jpg,0
val,Hey-Waldo-negative,page:11,page:11,data/raw/Hey-Waldo/256/notwaldo/11_3_1.jpg,val/images/Hey-Waldo-negative_0012.jpg,0
val,Hey-Waldo-negative,page:11,page:11,data/raw/Hey-Waldo/256/notwaldo/11_3_2.jpg,val/images/Hey-Waldo-negative_0013.jpg,0
train,Hey-Waldo-negative,page:12,page:12,data/raw/Hey-Waldo/256/notwaldo/12_0_1.jpg,train/images/Hey-Waldo-negative_0000.jpg,0
train,Hey-Waldo-negative,page:12,page:12,data/raw/Hey-Waldo/256/notwaldo/12_0_2.jpg,train/images/Hey-Waldo-negative_0001.jpg,0
train,Hey-Waldo-negative,page:12,page:12,data/raw/Hey-Waldo/256/notwaldo/12_1_0.jpg,train/images/Hey-Waldo-negative_0002.jpg,0
train,Hey-Waldo-negative,page:12,page:12,data/raw/Hey-Waldo/256/notwaldo/12_1_1.jpg,train/images/Hey-Waldo-negative_0003.jpg,0
train,Hey-Waldo-negative,page:12,page:12,data/raw/Hey-Waldo/256/notwaldo/12_1_2.jpg,train/images/Hey-Waldo-negative_0004.jpg,0
train,Hey-Waldo-negative,page:12,page:12,data/raw/Hey-Waldo/256/notwaldo/12_2_0.jpg,train/images/Hey-Waldo-negative_0005.jpg,0
train,Hey-Waldo-negative,page:12,page:12,data/raw/Hey-Waldo/256/notwaldo/12_2_1.jpg,train/images/Hey-Waldo-negative_0006.jpg,0
train,Hey-Waldo-negative,page:12,page:12,data/raw/Hey-Waldo/256/notwaldo/12_2_2.jpg,train/images/Hey-Waldo-negative_0007.jpg,0
train,Hey-Waldo-negative,page:12,page:12,data/raw/Hey-Waldo/256/notwaldo/12_2_3.jpg,train/images/Hey-Waldo-negative_0008.jpg,0
train,Hey-Waldo-negative,page:12,page:12,data/raw/Hey-Waldo/256/notwaldo/12_3_0.jpg,train/images/Hey-Waldo-negative_0009.jpg,0
train,Hey-Waldo-negative,page:12,page:12,data/raw/Hey-Waldo/256/notwaldo/12_3_1.jpg,train/images/Hey-Waldo-negative_0010.jpg,0
train,Hey-Waldo-negative,page:12,page:12,data/raw/Hey-Waldo/256/notwaldo/12_3_2.jpg,train/images/Hey-Waldo-negative_0011.jpg,0
train,Hey-Waldo-negative,page:12,page:12,data/raw/Hey-Waldo/256/notwaldo/12_3_3.jpg,train/images/Hey-Waldo-negative_0012.jpg,0
train,Hey-Waldo-negative,page:13,page:13,data/raw/Hey-Waldo/256/notwaldo/13_0_1.jpg,train/images/Hey-Waldo-negative_0013.jpg,0
train,Hey-Waldo-negative,page:13,page:13,data/raw/Hey-Waldo/256/notwaldo/13_1_1.jpg,train/images/Hey-Waldo-negative_0014.jpg,0
train,Hey-Waldo-negative,page:13,page:13,data/raw/Hey-Waldo/256/notwaldo/13_1_2.jpg,train/images/Hey-Waldo-negative_0015.jpg,0
train,Hey-Waldo-negative,page:13,page:13,data/raw/Hey-Waldo/256/notwaldo/13_1_3.jpg,train/images/Hey-Waldo-negative_0016.jpg,0
train,Hey-Waldo-negative,page:13,page:13,data/raw/Hey-Waldo/256/notwaldo/13_2_1.jpg,train/images/Hey-Waldo-negative_0017.jpg,0
train,Hey-Waldo-negative,page:13,page:13,data/raw/Hey-Waldo/256/notwaldo/13_2_2.jpg,train/images/Hey-Waldo-negative_0018.jpg,0
train,Hey-Waldo-negative,page:13,page:13,data/raw/Hey-Waldo/256/notwaldo/13_2_3.jpg,train/images/Hey-Waldo-negative_0019.jpg,0
train,Hey-Waldo-negative,page:13,page:13,data/raw/Hey-Waldo/256/notwaldo/13_3_0.jpg,train/images/Hey-Waldo-negative_0020.jpg,0
train,Hey-Waldo-negative,page:13,page:13,data/raw/Hey-Waldo/256/notwaldo/13_3_1.jpg,train/images/Hey-Waldo-negative_0021.jpg,0
train,Hey-Waldo-negative,page:13,page:13,data/raw/Hey-Waldo/256/notwaldo/13_3_2.jpg,train/images/Hey-Waldo-negative_0022.jpg,0
train,Hey-Waldo-negative,page:13,page:13,data/raw/Hey-Waldo/256/notwaldo/13_3_3.jpg,train/images/Hey-Waldo-negative_0023.jpg,0
val,Hey-Waldo-negative,page:14,page:14,data/raw/Hey-Waldo/256/notwaldo/14_0_0.jpg,val/images/Hey-Waldo-negative_0014.jpg,0
val,Hey-Waldo-negative,page:14,page:14,data/raw/Hey-Waldo/256/notwaldo/14_0_1.jpg,val/images/Hey-Waldo-negative_0015.jpg,0
val,Hey-Waldo-negative,page:14,page:14,data/raw/Hey-Waldo/256/notwaldo/14_0_2.jpg,val/images/Hey-Waldo-negative_0016.jpg,0
val,Hey-Waldo-negative,page:14,page:14,data/raw/Hey-Waldo/256/notwaldo/14_1_0.jpg,val/images/Hey-Waldo-negative_0017.jpg,0
val,Hey-Waldo-negative,page:14,page:14,data/raw/Hey-Waldo/256/notwaldo/14_1_1.jpg,val/images/Hey-Waldo-negative_0018.jpg,0
val,Hey-Waldo-negative,page:14,page:14,data/raw/Hey-Waldo/256/notwaldo/14_1_2.jpg,val/images/Hey-Waldo-negative_0019.jpg,0
val,Hey-Waldo-negative,page:14,page:14,data/raw/Hey-Waldo/256/notwaldo/14_2_0.jpg,val/images/Hey-Waldo-negative_0020.jpg,0
val,Hey-Waldo-negative,page:14,page:14,data/raw/Hey-Waldo/256/notwaldo/14_2_1.jpg,val/images/Hey-Waldo-negative_0021.jpg,0
val,Hey-Waldo-negative,page:14,page:14,data/raw/Hey-Waldo/256/notwaldo/14_2_2.jpg,val/images/Hey-Waldo-negative_0022.jpg,0
val,Hey-Waldo-negative,page:14,page:14,data/raw/Hey-Waldo/256/notwaldo/14_2_3.jpg,val/images/Hey-Waldo-negative_0023.jpg,0
val,Hey-Waldo-negative,page:14,page:14,data/raw/Hey-Waldo/256/notwaldo/14_3_0.jpg,val/images/Hey-Waldo-negative_0024.jpg,0
val,Hey-Waldo-negative,page:14,page:14,data/raw/Hey-Waldo/256/notwaldo/14_3_1.jpg,val/images/Hey-Waldo-negative_0025.jpg,0
val,Hey-Waldo-negative,page:14,page:14,data/raw/Hey-Waldo/256/notwaldo/14_3_2.jpg,val/images/Hey-Waldo-negative_0026.jpg,0
val,Hey-Waldo-negative,page:14,page:14,data/raw/Hey-Waldo/256/notwaldo/14_3_3.jpg,val/images/Hey-Waldo-negative_0027.jpg,0
test,Hey-Waldo-negative,page:15,page:15,data/raw/Hey-Waldo/256/notwaldo/15_0_0.jpg,test/images/Hey-Waldo-negative_0014.jpg,0
test,Hey-Waldo-negative,page:15,page:15,data/raw/Hey-Waldo/256/notwaldo/15_0_1.jpg,test/images/Hey-Waldo-negative_0015.jpg,0
test,Hey-Waldo-negative,page:15,page:15,data/raw/Hey-Waldo/256/notwaldo/15_0_2.jpg,test/images/Hey-Waldo-negative_0016.jpg,0
test,Hey-Waldo-negative,page:15,page:15,data/raw/Hey-Waldo/256/notwaldo/15_0_3.jpg,test/images/Hey-Waldo-negative_0017.jpg,0
test,Hey-Waldo-negative,page:15,page:15,data/raw/Hey-Waldo/256/notwaldo/15_1_0.jpg,test/images/Hey-Waldo-negative_0018.jpg,0
test,Hey-Waldo-negative,page:15,page:15,data/raw/Hey-Waldo/256/notwaldo/15_1_2.jpg,test/images/Hey-Waldo-negative_0019.jpg,0
test,Hey-Waldo-negative,page:15,page:15,data/raw/Hey-Waldo/256/notwaldo/15_1_3.jpg,test/images/Hey-Waldo-negative_0020.jpg,0
test,Hey-Waldo-negative,page:15,page:15,data/raw/Hey-Waldo/256/notwaldo/15_2_0.jpg,test/images/Hey-Waldo-negative_0021.jpg,0
test,Hey-Waldo-negative,page:15,page:15,data/raw/Hey-Waldo/256/notwaldo/15_2_1.jpg,test/images/Hey-Waldo-negative_0022.jpg,0
test,Hey-Waldo-negative,page:15,page:15,data/raw/Hey-Waldo/256/notwaldo/15_2_2.jpg,test/images/Hey-Waldo-negative_0023.jpg,0
test,Hey-Waldo-negative,page:15,page:15,data/raw/Hey-Waldo/256/notwaldo/15_2_3.jpg,test/images/Hey-Waldo-negative_0024.jpg,0
test,Hey-Waldo-negative,page:15,page:15,data/raw/Hey-Waldo/256/notwaldo/15_3_0.jpg,test/images/Hey-Waldo-negative_0025.jpg,0
test,Hey-Waldo-negative,page:15,page:15,data/raw/Hey-Waldo/256/notwaldo/15_3_1.jpg,test/images/Hey-Waldo-negative_0026.jpg,0
test,Hey-Waldo-negative,page:15,page:15,data/raw/Hey-Waldo/256/notwaldo/15_3_2.jpg,test/images/Hey-Waldo-negative_0027.jpg,0
test,Hey-Waldo-negative,page:15,page:15,data/raw/Hey-Waldo/256/notwaldo/15_3_3.jpg,test/images/Hey-Waldo-negative_0028.jpg,0
test,Hey-Waldo-negative,page:16,page:16,data/raw/Hey-Waldo/256/notwaldo/16_0_0.jpg,test/images/Hey-Waldo-negative_0029.jpg,0
test,Hey-Waldo-negative,page:16,page:16,data/raw/Hey-Waldo/256/notwaldo/16_0_1.jpg,test/images/Hey-Waldo-negative_0030.jpg,0
test,Hey-Waldo-negative,page:16,page:16,data/raw/Hey-Waldo/256/notwaldo/16_0_2.jpg,test/images/Hey-Waldo-negative_0031.jpg,0
test,Hey-Waldo-negative,page:16,page:16,data/raw/Hey-Waldo/256/notwaldo/16_0_3.jpg,test/images/Hey-Waldo-negative_0032.jpg,0
test,Hey-Waldo-negative,page:16,page:16,data/raw/Hey-Waldo/256/notwaldo/16_1_0.jpg,test/images/Hey-Waldo-negative_0033.jpg,0
test,Hey-Waldo-negative,page:16,page:16,data/raw/Hey-Waldo/256/notwaldo/16_1_1.jpg,test/images/Hey-Waldo-negative_0034.jpg,0
test,Hey-Waldo-negative,page:16,page:16,data/raw/Hey-Waldo/256/notwaldo/16_1_2.jpg,test/images/Hey-Waldo-negative_0035.jpg,0
test,Hey-Waldo-negative,page:16,page:16,data/raw/Hey-Waldo/256/notwaldo/16_1_3.jpg,test/images/Hey-Waldo-negative_0036.jpg,0
test,Hey-Waldo-negative,page:16,page:16,data/raw/Hey-Waldo/256/notwaldo/16_2_2.jpg,test/images/Hey-Waldo-negative_0037.jpg,0
test,Hey-Waldo-negative,page:16,page:16,data/raw/Hey-Waldo/256/notwaldo/16_2_3.jpg,test/images/Hey-Waldo-negative_0038.jpg,0
test,Hey-Waldo-negative,page:16,page:16,data/raw/Hey-Waldo/256/notwaldo/16_3_1.jpg,test/images/Hey-Waldo-negative_0039.jpg,0
test,Hey-Waldo-negative,page:16,page:16,data/raw/Hey-Waldo/256/notwaldo/16_3_2.jpg,test/images/Hey-Waldo-negative_0040.jpg,0
test,Hey-Waldo-negative,page:16,page:16,data/raw/Hey-Waldo/256/notwaldo/16_3_3.jpg,test/images/Hey-Waldo-negative_0041.jpg,0
test,Hey-Waldo-negative,page:17,page:17,data/raw/Hey-Waldo/256/notwaldo/17_0_0.jpg,test/images/Hey-Waldo-negative_0042.jpg,0
test,Hey-Waldo-negative,page:17,page:17,data/raw/Hey-Waldo/256/notwaldo/17_0_1.jpg,test/images/Hey-Waldo-negative_0043.jpg,0
test,Hey-Waldo-negative,page:17,page:17,data/raw/Hey-Waldo/256/notwaldo/17_0_2.jpg,test/images/Hey-Waldo-negative_0044.jpg,0
test,Hey-Waldo-negative,page:17,page:17,data/raw/Hey-Waldo/256/notwaldo/17_1_0.jpg,test/images/Hey-Waldo-negative_0045.jpg,0
test,Hey-Waldo-negative,page:17,page:17,data/raw/Hey-Waldo/256/notwaldo/17_1_1.jpg,test/images/Hey-Waldo-negative_0046.jpg,0
test,Hey-Waldo-negative,page:17,page:17,data/raw/Hey-Waldo/256/notwaldo/17_1_2.jpg,test/images/Hey-Waldo-negative_0047.jpg,0
test,Hey-Waldo-negative,page:17,page:17,data/raw/Hey-Waldo/256/notwaldo/17_1_3.jpg,test/images/Hey-Waldo-negative_0048.jpg,0
test,Hey-Waldo-negative,page:17,page:17,data/raw/Hey-Waldo/256/notwaldo/17_2_0.jpg,test/images/Hey-Waldo-negative_0049.jpg,0
test,Hey-Waldo-negative,page:17,page:17,data/raw/Hey-Waldo/256/notwaldo/17_2_1.jpg,test/images/Hey-Waldo-negative_0050.jpg,0
test,Hey-Waldo-negative,page:17,page:17,data/raw/Hey-Waldo/256/notwaldo/17_2_2.jpg,test/images/Hey-Waldo-negative_0051.jpg,0
test,Hey-Waldo-negative,page:17,page:17,data/raw/Hey-Waldo/256/notwaldo/17_2_3.jpg,test/images/Hey-Waldo-negative_0052.jpg,0
test,Hey-Waldo-negative,page:17,page:17,data/raw/Hey-Waldo/256/notwaldo/17_3_0.jpg,test/images/Hey-Waldo-negative_0053.jpg,0
test,Hey-Waldo-negative,page:17,page:17,data/raw/Hey-Waldo/256/notwaldo/17_3_2.jpg,test/images/Hey-Waldo-negative_0054.jpg,0
test,Hey-Waldo-negative,page:17,page:17,data/raw/Hey-Waldo/256/notwaldo/17_3_3.jpg,test/images/Hey-Waldo-negative_0055.jpg,0
train,Hey-Waldo-negative,page:18,page:18,data/raw/Hey-Waldo/256/notwaldo/18_0_0.jpg,train/images/Hey-Waldo-negative_0024.jpg,0
train,Hey-Waldo-negative,page:18,page:18,data/raw/Hey-Waldo/256/notwaldo/18_0_1.jpg,train/images/Hey-Waldo-negative_0025.jpg,0
train,Hey-Waldo-negative,page:18,page:18,data/raw/Hey-Waldo/256/notwaldo/18_0_2.jpg,train/images/Hey-Waldo-negative_0026.jpg,0
train,Hey-Waldo-negative,page:18,page:18,data/raw/Hey-Waldo/256/notwaldo/18_1_1.jpg,train/images/Hey-Waldo-negative_0027.jpg,0
train,Hey-Waldo-negative,page:18,page:18,data/raw/Hey-Waldo/256/notwaldo/18_1_2.jpg,train/images/Hey-Waldo-negative_0028.jpg,0
train,Hey-Waldo-negative,page:18,page:18,data/raw/Hey-Waldo/256/notwaldo/18_1_3.jpg,train/images/Hey-Waldo-negative_0029.jpg,0
train,Hey-Waldo-negative,page:18,page:18,data/raw/Hey-Waldo/256/notwaldo/18_2_0.jpg,train/images/Hey-Waldo-negative_0030.jpg,0
train,Hey-Waldo-negative,page:18,page:18,data/raw/Hey-Waldo/256/notwaldo/18_2_1.jpg,train/images/Hey-Waldo-negative_0031.jpg,0
train,Hey-Waldo-negative,page:18,page:18,data/raw/Hey-Waldo/256/notwaldo/18_2_2.jpg,train/images/Hey-Waldo-negative_0032.jpg,0
train,Hey-Waldo-negative,page:18,page:18,data/raw/Hey-Waldo/256/notwaldo/18_2_3.jpg,train/images/Hey-Waldo-negative_0033.jpg,0
train,Hey-Waldo-negative,page:18,page:18,data/raw/Hey-Waldo/256/notwaldo/18_3_0.jpg,train/images/Hey-Waldo-negative_0034.jpg,0
train,Hey-Waldo-negative,page:18,page:18,data/raw/Hey-Waldo/256/notwaldo/18_3_2.jpg,train/images/Hey-Waldo-negative_0035.jpg,0
train,Hey-Waldo-negative,page:18,page:18,data/raw/Hey-Waldo/256/notwaldo/18_3_3.jpg,train/images/Hey-Waldo-negative_0036.jpg,0
train,Hey-Waldo-negative,page:19,page:19,data/raw/Hey-Waldo/256/notwaldo/19_0_0.jpg,train/images/Hey-Waldo-negative_0037.jpg,0
train,Hey-Waldo-negative,page:19,page:19,data/raw/Hey-Waldo/256/notwaldo/19_0_2.jpg,train/images/Hey-Waldo-negative_0038.jpg,0
train,Hey-Waldo-negative,page:19,page:19,data/raw/Hey-Waldo/256/notwaldo/19_0_3.jpg,train/images/Hey-Waldo-negative_0039.jpg,0
train,Hey-Waldo-negative,page:19,page:19,data/raw/Hey-Waldo/256/notwaldo/19_1_1.jpg,train/images/Hey-Waldo-negative_0040.jpg,0
train,Hey-Waldo-negative,page:19,page:19,data/raw/Hey-Waldo/256/notwaldo/19_1_2.jpg,train/images/Hey-Waldo-negative_0041.jpg,0
train,Hey-Waldo-negative,page:19,page:19,data/raw/Hey-Waldo/256/notwaldo/19_1_3.jpg,train/images/Hey-Waldo-negative_0042.jpg,0
train,Hey-Waldo-negative,page:19,page:19,data/raw/Hey-Waldo/256/notwaldo/19_2_0.jpg,train/images/Hey-Waldo-negative_0043.jpg,0
train,Hey-Waldo-negative,page:19,page:19,data/raw/Hey-Waldo/256/notwaldo/19_2_1.jpg,train/images/Hey-Waldo-negative_0044.jpg,0
train,Hey-Waldo-negative,page:19,page:19,data/raw/Hey-Waldo/256/notwaldo/19_2_2.jpg,train/images/Hey-Waldo-negative_0045.jpg,0
train,Hey-Waldo-negative,page:19,page:19,data/raw/Hey-Waldo/256/notwaldo/19_3_0.jpg,train/images/Hey-Waldo-negative_0046.jpg,0
train,Hey-Waldo-negative,page:19,page:19,data/raw/Hey-Waldo/256/notwaldo/19_3_1.jpg,train/images/Hey-Waldo-negative_0047.jpg,0
train,Hey-Waldo-negative,page:19,page:19,data/raw/Hey-Waldo/256/notwaldo/19_3_2.jpg,train/images/Hey-Waldo-negative_0048.jpg,0
train,Hey-Waldo-negative,page:19,page:19,data/raw/Hey-Waldo/256/notwaldo/19_3_3.jpg,train/images/Hey-Waldo-negative_0049.jpg,0
train,Hey-Waldo-negative,page:1,page:1,data/raw/Hey-Waldo/256/notwaldo/1_0_0.jpg,train/images/Hey-Waldo-negative_0050.jpg,0
train,Hey-Waldo-negative,page:1,page:1,data/raw/Hey-Waldo/256/notwaldo/1_0_1.jpg,train/images/Hey-Waldo-negative_0051.jpg,0
train,Hey-Waldo-negative,page:1,page:1,data/raw/Hey-Waldo/256/notwaldo/1_0_2.jpg,train/images/Hey-Waldo-negative_0052.jpg,0
train,Hey-Waldo-negative,page:1,page:1,data/raw/Hey-Waldo/256/notwaldo/1_0_3.jpg,train/images/Hey-Waldo-negative_0053.jpg,0
train,Hey-Waldo-negative,page:1,page:1,data/raw/Hey-Waldo/256/notwaldo/1_1_0.jpg,train/images/Hey-Waldo-negative_0054.jpg,0
train,Hey-Waldo-negative,page:1,page:1,data/raw/Hey-Waldo/256/notwaldo/1_1_2.jpg,train/images/Hey-Waldo-negative_0055.jpg,0
train,Hey-Waldo-negative,page:1,page:1,data/raw/Hey-Waldo/256/notwaldo/1_1_3.jpg,train/images/Hey-Waldo-negative_0056.jpg,0
train,Hey-Waldo-negative,page:1,page:1,data/raw/Hey-Waldo/256/notwaldo/1_2_0.jpg,train/images/Hey-Waldo-negative_0057.jpg,0
train,Hey-Waldo-negative,page:1,page:1,data/raw/Hey-Waldo/256/notwaldo/1_2_1.jpg,train/images/Hey-Waldo-negative_0058.jpg,0
train,Hey-Waldo-negative,page:1,page:1,data/raw/Hey-Waldo/256/notwaldo/1_2_2.jpg,train/images/Hey-Waldo-negative_0059.jpg,0
train,Hey-Waldo-negative,page:1,page:1,data/raw/Hey-Waldo/256/notwaldo/1_2_3.jpg,train/images/Hey-Waldo-negative_0060.jpg,0
train,Hey-Waldo-negative,page:1,page:1,data/raw/Hey-Waldo/256/notwaldo/1_3_0.jpg,train/images/Hey-Waldo-negative_0061.jpg,0
train,Hey-Waldo-negative,page:1,page:1,data/raw/Hey-Waldo/256/notwaldo/1_3_1.jpg,train/images/Hey-Waldo-negative_0062.jpg,0
train,Hey-Waldo-negative,page:1,page:1,data/raw/Hey-Waldo/256/notwaldo/1_3_2.jpg,train/images/Hey-Waldo-negative_0063.jpg,0
train,Hey-Waldo-negative,page:1,page:1,data/raw/Hey-Waldo/256/notwaldo/1_3_3.jpg,train/images/Hey-Waldo-negative_0064.jpg,0
train,Hey-Waldo-negative,page:20,page:20,data/raw/Hey-Waldo/256/notwaldo/20_0_0.jpg,train/images/Hey-Waldo-negative_0065.jpg,0
train,Hey-Waldo-negative,page:20,page:20,data/raw/Hey-Waldo/256/notwaldo/20_0_1.jpg,train/images/Hey-Waldo-negative_0066.jpg,0
train,Hey-Waldo-negative,page:20,page:20,data/raw/Hey-Waldo/256/notwaldo/20_0_2.jpg,train/images/Hey-Waldo-negative_0067.jpg,0
train,Hey-Waldo-negative,page:20,page:20,data/raw/Hey-Waldo/256/notwaldo/20_0_3.jpg,train/images/Hey-Waldo-negative_0068.jpg,0
train,Hey-Waldo-negative,page:20,page:20,data/raw/Hey-Waldo/256/notwaldo/20_1_0.jpg,train/images/Hey-Waldo-negative_0069.jpg,0
train,Hey-Waldo-negative,page:20,page:20,data/raw/Hey-Waldo/256/notwaldo/20_1_1.jpg,train/images/Hey-Waldo-negative_0070.jpg,0
train,Hey-Waldo-negative,page:20,page:20,data/raw/Hey-Waldo/256/notwaldo/20_1_2.jpg,train/images/Hey-Waldo-negative_0071.jpg,0
train,Hey-Waldo-negative,page:20,page:20,data/raw/Hey-Waldo/256/notwaldo/20_2_0.jpg,train/images/Hey-Waldo-negative_0072.jpg,0
train,Hey-Waldo-negative,page:20,page:20,data/raw/Hey-Waldo/256/notwaldo/20_2_1.jpg,train/images/Hey-Waldo-negative_0073.jpg,0
train,Hey-Waldo-negative,page:20,page:20,data/raw/Hey-Waldo/256/notwaldo/20_2_2.jpg,train/images/Hey-Waldo-negative_0074.jpg,0
train,Hey-Waldo-negative,page:20,page:20,data/raw/Hey-Waldo/256/notwaldo/20_2_3.jpg,train/images/Hey-Waldo-negative_0075.jpg,0
train,Hey-Waldo-negative,page:20,page:20,data/raw/Hey-Waldo/256/notwaldo/20_3_0.jpg,train/images/Hey-Waldo-negative_0076.jpg,0
train,Hey-Waldo-negative,page:20,page:20,data/raw/Hey-Waldo/256/notwaldo/20_3_1.jpg,train/images/Hey-Waldo-negative_0077.jpg,0
train,Hey-Waldo-negative,page:20,page:20,data/raw/Hey-Waldo/256/notwaldo/20_3_2.jpg,train/images/Hey-Waldo-negative_0078.jpg,0
train,Hey-Waldo-negative,page:20,page:20,data/raw/Hey-Waldo/256/notwaldo/20_3_3.jpg,train/images/Hey-Waldo-negative_0079.jpg,0
train,Hey-Waldo-negative,page:21,page:21,data/raw/Hey-Waldo/256/notwaldo/21_0_1.jpg,train/images/Hey-Waldo-negative_0080.jpg,0
train,Hey-Waldo-negative,page:21,page:21,data/raw/Hey-Waldo/256/notwaldo/21_0_2.jpg,train/images/Hey-Waldo-negative_0081.jpg,0
train,Hey-Waldo-negative,page:21,page:21,data/raw/Hey-Waldo/256/notwaldo/21_0_3.jpg,train/images/Hey-Waldo-negative_0082.jpg,0
train,Hey-Waldo-negative,page:21,page:21,data/raw/Hey-Waldo/256/notwaldo/21_1_0.jpg,train/images/Hey-Waldo-negative_0083.jpg,0
train,Hey-Waldo-negative,page:21,page:21,data/raw/Hey-Waldo/256/notwaldo/21_1_1.jpg,train/images/Hey-Waldo-negative_0084.jpg,0
train,Hey-Waldo-negative,page:21,page:21,data/raw/Hey-Waldo/256/notwaldo/21_1_2.jpg,train/images/Hey-Waldo-negative_0085.jpg,0
train,Hey-Waldo-negative,page:21,page:21,data/raw/Hey-Waldo/256/notwaldo/21_1_3.jpg,train/images/Hey-Waldo-negative_0086.jpg,0
train,Hey-Waldo-negative,page:21,page:21,data/raw/Hey-Waldo/256/notwaldo/21_2_0.jpg,train/images/Hey-Waldo-negative_0087.jpg,0
train,Hey-Waldo-negative,page:21,page:21,data/raw/Hey-Waldo/256/notwaldo/21_2_1.jpg,train/images/Hey-Waldo-negative_0088.jpg,0
train,Hey-Waldo-negative,page:21,page:21,data/raw/Hey-Waldo/256/notwaldo/21_2_2.jpg,train/images/Hey-Waldo-negative_0089.jpg,0
train,Hey-Waldo-negative,page:21,page:21,data/raw/Hey-Waldo/256/notwaldo/21_3_0.jpg,train/images/Hey-Waldo-negative_0090.jpg,0
train,Hey-Waldo-negative,page:21,page:21,data/raw/Hey-Waldo/256/notwaldo/21_3_1.jpg,train/images/Hey-Waldo-negative_0091.jpg,0
train,Hey-Waldo-negative,page:21,page:21,data/raw/Hey-Waldo/256/notwaldo/21_3_2.jpg,train/images/Hey-Waldo-negative_0092.jpg,0
train,Hey-Waldo-negative,page:21,page:21,data/raw/Hey-Waldo/256/notwaldo/21_3_3.jpg,train/images/Hey-Waldo-negative_0093.jpg,0
